Price per cubic foot (LKR),Size (cu.ft),Wood Species,Wood Grade,Location,Building Type
1786,11.53,microo,B,Indoor,Structural Framing
450,22.45,ginisapu,A,Indoor,Roofing Components
1162,26.54,microo,C,Indoor,Structural Framing
499,16.26,pinewood,B,Indoor,Roofing Components
850,14.93,jak,A,Semi,Door/window
2192,17.2,kempas,B,Semi,Structural Framing
438,24.73,lunumidella,B,Semi,Roofing Components
600,4.71,pinewood,A,Indoor,Roofing Components
600,15.86,pinewood,A,Indoor,Roofing Components
1200,24.44,kempas,A,Semi,Roofing Components
378,11.03,lunumidella,B,Outdoor,Roofing Components
830,26.7,kempas,C,Semi,Roofing Components
636,10.9,jak,C,Semi,Structural Framing
977,3.81,kempas,B,Semi,Roofing Components
1000,27.63,jak,A,Semi,Structural Framing
600,19.27,burutha,A,Semi,Structural Framing
372,25.54,pinewood,C,Indoor,Roofing Components
162,4.0,mango,B,Indoor,Door/window
261,4.31,ginisapu,C,Indoor,Roofing Components
204,2.62,ginisapu,B,Indoor,Door/window
1547,1.52,microo,B,Indoor,Structural Framing
487,29.15,pinewood,B,Indoor,Roofing Components
1033,24.1,kempas,C,Semi,Door/window
357,29.01,mango,B,Indoor,Structural Framing
1750,15.91,kubuk,B,Outdoor,Structural Framing
1200,12.9,kempas,A,Semi,Roofing Components
407,14.11,burutha,B,Semi,Door/window
500,29.43,lunumidella,A,Semi,Roofing Components
280,23.53,ginisapu,C,Indoor,Roofing Components
498,9.3,pinewood,B,Indoor,Roofing Components
1500,20.87,thulan,A,Indoor,Door/window
1392,14.39,kubuk,C,Outdoor,Structural Framing
515,19.33,pinewood,B,Indoor,Roofing Components
250,29.14,ginisapu,A,Indoor,Door/window
285,20.79,burutha,C,Semi,Door/window
317,22.16,mango,B,Indoor,Structural Framing
625,28.76,mahoganii,C,Semi,Structural Framing
458,28.74,burutha,B,Semi,Structural Framing
1050,11.4,mahoganii,A,Semi,Structural Framing
135,26.75,mango,C,Indoor,Door/window
450,24.05,ginisapu,A,Indoor,Roofing Components
932,9.87,thulan,C,Indoor,Door/window
176,29.18,mango,B,Indoor,Door/window
687,11.91,microo,C,Indoor,Door/window
577,29.0,microo,C,Indoor,Door/window
519,27.51,pinewood,B,Indoor,Roofing Components
697,20.82,mahoganii,C,Semi,Structural Framing
948,21.71,teak,B,Semi,Structural Framing
600,26.31,pinewood,A,Indoor,Roofing Components
600,26.28,pinewood,A,Indoor,Roofing Components
1200,29.57,kempas,A,Semi,Roofing Components
1644,8.88,kempas,C,Semi,Structural Framing
1248,28.55,kempas,B,Semi,Door/window
869,18.6,mahoganii,B,Semi,Structural Framing
763,13.72,teak,C,Semi,Door/window
294,25.38,lunumidella,C,Semi,Roofing Components
636,16.88,jak,C,Semi,Structural Framing
298,7.14,lunumidella,C,Outdoor,Roofing Components
426,6.84,lunumidella,B,Outdoor,Roofing Components
1331,16.11,kempas,B,Semi,Door/window
320,10.53,mango,B,Indoor,Structural Framing
450,15.27,ginisapu,A,Indoor,Roofing Components
500,2.31,lunumidella,A,Indoor,Roofing Components
200,5.94,mango,A,Indoor,Door/window
1009,5.9,teak,B,Semi,Structural Framing
600,13.51,pinewood,A,Indoor,Roofing Components
2800,20.16,kempas,A,Semi,Structural Framing
450,2.79,ginisapu,A,Indoor,Roofing Components
338,26.47,ginisapu,B,Indoor,Roofing Components
1200,18.88,kempas,A,Semi,Roofing Components
200,26.7,mango,A,Indoor,Door/window
850,19.02,jak,A,Semi,Door/window
249,21.94,mango,C,Indoor,Structural Framing
433,6.97,lunumidella,B,Semi,Roofing Components
1015,23.8,kempas,B,Semi,Roofing Components
850,17.39,jak,A,Semi,Door/window
764,20.45,jak,B,Semi,Door/window
2000,16.72,microo,A,Indoor,Structural Framing
500,15.64,lunumidella,A,Semi,Roofing Components
502,1.65,mahoganii,C,Semi,Door/window
1200,26.08,teak,A,Semi,Door/window
402,21.07,burutha,C,Semi,Structural Framing
974,26.14,thulan,C,Indoor,Door/window
561,8.44,jak,C,Semi,Door/window
178,5.5,mango,B,Indoor,Door/window
2581,4.47,thulan,B,Indoor,Structural Framing
361,11.28,ginisapu,B,Indoor,Roofing Components
1240,12.39,kubuk,C,Outdoor,Structural Framing
600,27.79,burutha,A,Semi,Structural Framing
1019,27.94,kempas,B,Semi,Roofing Components
291,26.91,lunumidella,C,Outdoor,Roofing Components
318,28.94,lunumidella,C,Outdoor,Roofing Components
3000,11.49,thulan,A,Indoor,Structural Framing
2000,15.5,kubuk,A,Outdoor,Structural Framing
322,5.18,lunumidella,C,Outdoor,Roofing Components
677,26.68,kempas,C,Semi,Roofing Components
530,1.39,burutha,B,Semi,Structural Framing
267,21.19,ginisapu,C,Indoor,Roofing Components
699,19.43,teak,C,Semi,Structural Framing
277,24.76,lunumidella,C,Indoor,Roofing Components
600,28.44,burutha,A,Semi,Structural Framing
381,7.62,lunumidella,B,Outdoor,Roofing Components
883,26.25,jak,B,Semi,Structural Framing
218,21.18,ginisapu,B,Indoor,Door/window
810,15.4,kempas,C,Semi,Roofing Components
775,5.56,kempas,C,Semi,Roofing Components
413,29.34,pinewood,C,Indoor,Roofing Components
850,19.63,jak,A,Semi,Door/window
1278,6.86,thulan,B,Indoor,Door/window
2800,9.55,kempas,A,Semi,Structural Framing
345,23.72,pinewood,C,Indoor,Roofing Components
365,5.89,burutha,C,Semi,Structural Framing
1174,16.72,kubuk,C,Outdoor,Structural Framing
1500,15.83,kempas,A,Semi,Door/window
1200,20.19,teak,A,Semi,Structural Framing
1970,8.11,thulan,C,Indoor,Structural Framing
316,6.35,lunumidella,C,Indoor,Roofing Components
268,14.08,ginisapu,C,Indoor,Roofing Components
563,16.32,mahoganii,B,Semi,Door/window
600,22.81,pinewood,A,Indoor,Roofing Components
600,25.2,burutha,A,Semi,Structural Framing
348,21.83,ginisapu,B,Indoor,Roofing Components
2586,25.91,thulan,B,Indoor,Structural Framing
1739,11.94,kubuk,B,Outdoor,Structural Framing
1200,21.8,teak,A,Semi,Door/window
984,1.78,kempas,B,Semi,Roofing Components
1275,27.74,kubuk,C,Outdoor,Structural Framing
2800,7.36,kempas,A,Semi,Structural Framing
1349,28.59,kempas,B,Semi,Door/window
250,11.84,ginisapu,A,Indoor,Door/window
2598,27.6,thulan,B,Indoor,Structural Framing
609,2.04,jak,C,Semi,Structural Framing
1200,20.55,teak,A,Semi,Structural Framing
743,18.55,kempas,C,Semi,Roofing Components
672,2.59,jak,B,Semi,Door/window
1500,21.82,kempas,A,Semi,Door/window
1616,13.84,kubuk,B,Outdoor,Structural Framing
1688,25.01,kempas,C,Semi,Structural Framing
354,6.58,mango,B,Indoor,Structural Framing
1049,3.01,teak,B,Semi,Door/window
1280,4.87,thulan,B,Indoor,Door/window
500,9.16,burutha,A,Semi,Door/window
849,9.43,thulan,C,Indoor,Door/window
954,8.64,kempas,B,Semi,Roofing Components
1200,12.26,teak,A,Semi,Door/window
321,22.8,lunumidella,C,Semi,Roofing Components
513,22.01,mahoganii,C,Semi,Door/window
1345,8.7,kempas,B,Semi,Door/window
735,7.2,kempas,C,Semi,Roofing Components
600,5.5,pinewood,A,Indoor,Roofing Components
384,20.38,lunumidella,B,Semi,Roofing Components
395,2.41,burutha,B,Semi,Door/window
2000,23.72,microo,A,Indoor,Structural Framing
2000,22.25,microo,A,Indoor,Structural Framing
381,15.95,pinewood,C,Indoor,Roofing Components
1721,2.46,microo,B,Indoor,Structural Framing
250,26.85,ginisapu,A,Indoor,Door/window
222,28.32,ginisapu,B,Indoor,Door/window
378,15.53,ginisapu,B,Indoor,Roofing Components
904,21.09,kempas,B,Semi,Roofing Components
699,11.39,microo,C,Indoor,Door/window
976,7.75,kempas,C,Semi,Door/window
923,10.87,mahoganii,B,Semi,Structural Framing
2800,29.03,kempas,A,Semi,Structural Framing
1281,21.98,microo,C,Indoor,Structural Framing
370,15.48,ginisapu,B,Indoor,Roofing Components
454,3.69,pinewood,B,Indoor,Roofing Components
334,2.93,lunumidella,C,Semi,Roofing Components
1500,16.58,kempas,A,Semi,Door/window
853,22.04,jak,B,Semi,Structural Framing
2800,22.85,kempas,A,Semi,Structural Framing
1893,16.26,kempas,C,Semi,Structural Framing
753,11.48,teak,C,Semi,Door/window
1228,8.65,microo,C,Indoor,Structural Framing
779,2.0,microo,B,Indoor,Door/window
695,15.92,teak,C,Semi,Door/window
600,6.14,pinewood,A,Indoor,Roofing Components
340,28.32,lunumidella,C,Semi,Roofing Components
1682,9.12,kubuk,B,Outdoor,Structural Framing
2800,7.57,kempas,A,Semi,Structural Framing
348,21.29,ginisapu,B,Indoor,Roofing Components
314,27.93,ginisapu,C,Indoor,Roofing Components
250,15.35,ginisapu,A,Indoor,Door/window
417,7.02,burutha,C,Semi,Structural Framing
307,5.37,mango,B,Indoor,Structural Framing
2168,27.47,kempas,B,Semi,Structural Framing
450,9.44,ginisapu,A,Indoor,Roofing Components
2800,9.16,kempas,A,Semi,Structural Framing
668,22.81,teak,C,Semi,Structural Framing
506,22.57,pinewood,B,Indoor,Roofing Components
271,20.45,ginisapu,C,Indoor,Roofing Components
240,6.46,mango,C,Indoor,Structural Framing
1000,14.99,jak,A,Semi,Structural Framing
1192,14.26,kempas,B,Semi,Door/window
567,28.01,mahoganii,B,Semi,Door/window
1200,22.85,teak,A,Semi,Structural Framing
1050,11.72,mahoganii,A,Semi,Structural Framing
443,24.84,lunumidella,B,Outdoor,Roofing Components
2800,15.6,kempas,A,Semi,Structural Framing
2000,4.99,kubuk,A,Outdoor,Structural Framing
307,20.92,lunumidella,C,Semi,Roofing Components
1064,28.0,teak,B,Semi,Structural Framing
400,8.99,mango,A,Indoor,Structural Framing
678,6.12,mahoganii,C,Semi,Structural Framing
423,8.93,lunumidella,B,Semi,Roofing Components
1322,5.11,kubuk,C,Outdoor,Structural Framing
362,15.4,burutha,C,Semi,Structural Framing
333,20.73,burutha,C,Semi,Structural Framing
910,14.33,kempas,B,Semi,Roofing Components
1705,8.75,kubuk,B,Outdoor,Structural Framing
600,27.84,burutha,A,Semi,Structural Framing
609,17.24,mahoganii,C,Semi,Structural Framing
584,2.55,mahoganii,B,Semi,Door/window
512,21.28,pinewood,B,Indoor,Roofing Components
3000,29.64,thulan,A,Indoor,Structural Framing
259,29.69,mango,C,Indoor,Structural Framing
2000,7.47,microo,A,Indoor,Structural Framing
449,11.96,lunumidella,B,Semi,Roofing Components
465,4.19,mahoganii,C,Semi,Door/window
380,11.6,pinewood,C,Indoor,Roofing Components
450,14.89,ginisapu,A,Indoor,Roofing Components
400,29.72,mango,A,Indoor,Structural Framing
925,24.55,kempas,B,Semi,Roofing Components
673,27.43,jak,B,Semi,Door/window
600,29.78,pinewood,A,Indoor,Roofing Components
1200,4.36,kempas,A,Semi,Roofing Components
394,23.59,pinewood,C,Indoor,Roofing Components
850,7.11,jak,A,Semi,Door/window
389,5.42,lunumidella,B,Indoor,Roofing Components
383,8.0,lunumidella,B,Indoor,Roofing Components
930,5.46,kempas,C,Semi,Door/window
414,16.96,pinewood,C,Indoor,Roofing Components
992,20.61,thulan,C,Indoor,Door/window
388,21.25,ginisapu,B,Indoor,Roofing Components
908,20.42,kempas,B,Semi,Roofing Components
2800,15.7,kempas,A,Semi,Structural Framing
805,8.2,kempas,C,Semi,Roofing Components
371,11.02,ginisapu,B,Indoor,Roofing Components
1000,26.29,microo,A,Indoor,Door/window
1173,9.67,microo,C,Indoor,Structural Framing
303,17.01,ginisapu,C,Indoor,Roofing Components
2000,23.17,kubuk,A,Outdoor,Structural Framing
2463,4.5,kempas,B,Semi,Structural Framing
738,2.75,jak,B,Semi,Door/window
2234,5.59,kempas,B,Semi,Structural Framing
209,1.55,ginisapu,B,Indoor,Door/window
822,26.85,kempas,C,Semi,Roofing Components
942,10.74,mahoganii,B,Semi,Structural Framing
500,10.29,burutha,A,Semi,Door/window
413,4.41,burutha,B,Semi,Door/window
1200,16.62,teak,A,Semi,Door/window
869,7.17,kempas,C,Semi,Door/window
891,1.58,mahoganii,B,Semi,Structural Framing
856,22.36,mahoganii,B,Semi,Structural Framing
518,2.81,pinewood,B,Indoor,Roofing Components
314,27.84,ginisapu,C,Indoor,Roofing Components
2800,11.43,kempas,A,Semi,Structural Framing
1545,1.09,kubuk,B,Outdoor,Structural Framing
703,16.77,mahoganii,C,Semi,Structural Framing
347,6.63,ginisapu,B,Indoor,Roofing Components
1549,4.44,microo,B,Indoor,Structural Framing
390,26.17,lunumidella,B,Indoor,Roofing Components
295,3.34,burutha,C,Semi,Door/window
600,20.68,pinewood,A,Indoor,Roofing Components
250,16.59,ginisapu,A,Indoor,Door/window
145,22.88,ginisapu,C,Indoor,Door/window
885,4.01,jak,B,Semi,Structural Framing
257,1.57,ginisapu,C,Indoor,Roofing Components
318,24.47,mango,B,Indoor,Structural Framing
934,25.45,mahoganii,B,Semi,Structural Framing
600,29.97,pinewood,A,Indoor,Roofing Components
2000,10.08,microo,A,Indoor,Structural Framing
978,18.14,teak,B,Semi,Door/window
600,20.25,burutha,A,Semi,Structural Framing
1603,28.91,microo,B,Indoor,Structural Framing
500,11.54,lunumidella,A,Outdoor,Roofing Components
1200,21.23,kempas,A,Semi,Roofing Components
393,3.33,pinewood,C,Indoor,Roofing Components
550,10.45,jak,C,Semi,Door/window
1200,23.92,teak,A,Semi,Door/window
738,19.15,teak,C,Semi,Structural Framing
563,25.0,jak,C,Semi,Structural Framing
1669,18.91,kubuk,B,Outdoor,Structural Framing
1041,16.27,thulan,C,Indoor,Door/window
635,21.56,mahoganii,B,Semi,Door/window
1500,29.3,kempas,A,Semi,Door/window
450,8.99,ginisapu,A,Indoor,Roofing Components
879,1.84,kempas,C,Semi,Door/window
703,6.54,teak,C,Semi,Door/window
450,25.18,ginisapu,A,Indoor,Roofing Components
920,11.91,kempas,B,Semi,Roofing Components
267,29.12,ginisapu,C,Indoor,Roofing Components
164,7.13,mango,B,Indoor,Door/window
390,3.75,lunumidella,B,Indoor,Roofing Components
351,6.96,pinewood,C,Indoor,Roofing Components
1200,13.9,kempas,A,Semi,Roofing Components
642,24.37,mahoganii,C,Semi,Structural Framing
1831,20.81,thulan,C,Indoor,Structural Framing
250,15.21,ginisapu,A,Indoor,Door/window
750,27.26,mahoganii,A,Semi,Door/window
1200,5.3,kempas,A,Semi,Roofing Components
600,12.18,pinewood,A,Indoor,Roofing Components
649,25.9,microo,C,Indoor,Door/window
400,6.31,lunumidella,B,Semi,Roofing Components
600,22.71,pinewood,A,Indoor,Roofing Components
500,9.66,lunumidella,A,Outdoor,Roofing Components
622,10.9,jak,C,Semi,Structural Framing
1500,16.51,kempas,A,Semi,Door/window
250,6.67,ginisapu,A,Indoor,Door/window
1005,29.14,kempas,C,Semi,Door/window
2000,11.33,microo,A,Indoor,Structural Framing
620,13.86,mahoganii,C,Semi,Structural Framing
1500,27.74,thulan,A,Indoor,Door/window
1200,11.37,teak,A,Semi,Structural Framing
435,4.94,lunumidella,B,Outdoor,Roofing Components
669,28.29,jak,C,Semi,Structural Framing
1348,6.7,thulan,B,Indoor,Door/window
922,25.57,teak,B,Semi,Door/window
1666,11.6,microo,B,Indoor,Structural Framing
450,19.02,ginisapu,A,Indoor,Roofing Components
206,27.82,ginisapu,B,Indoor,Door/window
927,13.3,mahoganii,B,Semi,Structural Framing
1128,8.31,kubuk,C,Outdoor,Structural Framing
452,27.71,mahoganii,C,Semi,Door/window
366,10.15,pinewood,C,Indoor,Roofing Components
284,25.78,ginisapu,C,Indoor,Roofing Components
489,9.26,pinewood,B,Indoor,Roofing Components
155,11.21,ginisapu,C,Indoor,Door/window
1000,16.48,microo,A,Indoor,Door/window
450,13.44,ginisapu,A,Indoor,Roofing Components
1000,9.7,microo,A,Indoor,Door/window
605,14.37,mahoganii,C,Semi,Structural Framing
661,16.48,mahoganii,B,Semi,Door/window
500,27.46,lunumidella,A,Indoor,Roofing Components
2800,7.25,kempas,A,Semi,Structural Framing
1128,12.18,microo,C,Indoor,Structural Framing
283,28.37,lunumidella,C,Semi,Roofing Components
454,14.31,mahoganii,C,Semi,Door/window
112,26.53,mango,C,Indoor,Door/window
591,17.68,jak,C,Semi,Structural Framing
318,15.79,lunumidella,C,Semi,Roofing Components
989,4.24,teak,B,Semi,Door/window
1050,7.38,mahoganii,A,Semi,Structural Framing
272,20.64,mango,C,Indoor,Structural Framing
196,20.34,ginisapu,B,Indoor,Door/window
850,7.94,jak,A,Semi,Door/window
2499,28.84,thulan,B,Indoor,Structural Framing
426,14.53,lunumidella,B,Indoor,Roofing Components
121,1.5,mango,C,Indoor,Door/window
1545,15.38,microo,B,Indoor,Structural Framing
1500,27.68,thulan,A,Indoor,Door/window
2446,29.55,thulan,B,Indoor,Structural Framing
500,19.6,burutha,A,Semi,Door/window
500,13.69,lunumidella,A,Outdoor,Roofing Components
1000,18.28,jak,A,Semi,Structural Framing
1274,8.81,thulan,B,Indoor,Door/window
330,18.58,lunumidella,C,Outdoor,Roofing Components
1200,26.67,kempas,A,Semi,Roofing Components
1200,3.82,teak,A,Semi,Door/window
500,24.45,lunumidella,A,Outdoor,Roofing Components
1137,25.98,thulan,B,Indoor,Door/window
500,21.03,lunumidella,A,Semi,Roofing Components
422,29.9,burutha,B,Semi,Door/window
500,3.02,lunumidella,A,Outdoor,Roofing Components
1239,19.15,kubuk,C,Outdoor,Structural Framing
684,23.03,jak,B,Semi,Door/window
400,6.38,mango,A,Indoor,Structural Framing
416,22.42,pinewood,C,Indoor,Roofing Components
500,18.26,lunumidella,A,Semi,Roofing Components
508,6.43,mahoganii,C,Semi,Door/window
258,8.62,mango,C,Indoor,Structural Framing
589,13.03,mahoganii,B,Semi,Door/window
200,12.76,mango,A,Indoor,Door/window
1772,11.12,microo,B,Indoor,Structural Framing
379,9.03,pinewood,C,Indoor,Roofing Components
266,13.13,ginisapu,C,Indoor,Roofing Components
494,12.78,mahoganii,C,Semi,Door/window
2428,13.64,kempas,B,Semi,Structural Framing
407,1.0,lunumidella,B,Semi,Roofing Components
824,22.79,mahoganii,B,Semi,Structural Framing
868,3.72,jak,B,Semi,Structural Framing
258,1.06,ginisapu,C,Indoor,Roofing Components
2000,26.41,kubuk,A,Outdoor,Structural Framing
500,26.82,lunumidella,A,Semi,Roofing Components
1500,21.45,kempas,A,Semi,Door/window
941,21.35,teak,B,Semi,Structural Framing
780,17.91,kempas,C,Semi,Roofing Components
450,21.02,ginisapu,A,Indoor,Roofing Components
1050,27.15,mahoganii,A,Semi,Structural Framing
480,25.35,burutha,B,Semi,Structural Framing
405,4.61,pinewood,C,Indoor,Roofing Components
164,17.66,ginisapu,C,Indoor,Door/window
1520,27.8,kubuk,B,Outdoor,Structural Framing
450,25.21,ginisapu,A,Indoor,Roofing Components
1500,20.94,kempas,A,Semi,Door/window
600,19.31,burutha,A,Semi,Structural Framing
850,17.66,jak,A,Semi,Door/window
972,28.44,teak,B,Semi,Structural Framing
457,16.06,burutha,B,Semi,Structural Framing
977,16.53,kempas,B,Semi,Roofing Components
418,10.8,burutha,B,Semi,Door/window
1200,25.31,kempas,A,Semi,Roofing Components
2000,9.78,kubuk,A,Outdoor,Structural Framing
1734,11.55,microo,B,Indoor,Structural Framing
500,9.44,lunumidella,A,Outdoor,Roofing Components
349,29.94,mango,B,Indoor,Structural Framing
1692,11.95,microo,B,Indoor,Structural Framing
1671,24.21,microo,B,Indoor,Structural Framing
130,21.15,mango,C,Indoor,Door/window
950,7.36,teak,B,Semi,Door/window
402,3.07,pinewood,C,Indoor,Roofing Components
750,13.4,mahoganii,A,Semi,Door/window
836,15.69,teak,C,Semi,Structural Framing
913,8.35,teak,B,Semi,Door/window
966,22.03,teak,B,Semi,Door/window
1200,6.36,kempas,A,Semi,Roofing Components
933,16.28,kempas,B,Semi,Roofing Components
2263,3.89,kempas,B,Semi,Structural Framing
439,22.38,lunumidella,B,Outdoor,Roofing Components
250,24.86,ginisapu,A,Indoor,Door/window
3000,12.97,thulan,A,Indoor,Structural Framing
1500,12.16,thulan,A,Indoor,Door/window
1500,1.79,kempas,A,Semi,Door/window
294,12.84,ginisapu,C,Indoor,Roofing Components
775,13.19,microo,B,Indoor,Door/window
266,12.7,mango,C,Indoor,Structural Framing
1000,20.39,jak,A,Semi,Structural Framing
1305,18.19,kubuk,C,Outdoor,Structural Framing
1896,5.33,kempas,C,Semi,Structural Framing
1200,13.59,teak,A,Semi,Door/window
704,25.78,kempas,C,Semi,Roofing Components
693,24.91,kempas,C,Semi,Roofing Components
775,2.38,jak,B,Semi,Structural Framing
500,9.27,lunumidella,A,Semi,Roofing Components
850,28.44,jak,A,Semi,Door/window
945,14.3,kempas,C,Semi,Door/window
572,9.84,microo,C,Indoor,Door/window
1632,10.72,kubuk,B,Outdoor,Structural Framing
1177,23.94,kempas,B,Semi,Door/window
2266,15.09,thulan,B,Indoor,Structural Framing
801,7.78,microo,B,Indoor,Door/window
3000,22.94,thulan,A,Indoor,Structural Framing
499,5.3,pinewood,B,Indoor,Roofing Components
200,6.88,mango,A,Indoor,Door/window
384,26.01,lunumidella,B,Semi,Roofing Components
1918,14.21,thulan,C,Indoor,Structural Framing
420,28.4,lunumidella,B,Outdoor,Roofing Components
336,15.66,pinewood,C,Indoor,Roofing Components
1200,7.03,teak,A,Semi,Structural Framing
208,4.32,ginisapu,B,Indoor,Door/window
693,2.05,jak,B,Semi,Door/window
499,21.14,jak,C,Semi,Door/window
1161,14.93,kubuk,C,Outdoor,Structural Framing
1235,27.01,kubuk,C,Outdoor,Structural Framing
744,16.92,teak,C,Semi,Door/window
656,16.52,mahoganii,C,Semi,Structural Framing
1281,13.52,kempas,B,Semi,Door/window
450,18.62,ginisapu,A,Indoor,Roofing Components
1500,22.91,kempas,A,Semi,Door/window
250,6.77,ginisapu,A,Indoor,Door/window
189,5.63,ginisapu,B,Indoor,Door/window
1134,25.77,thulan,B,Indoor,Door/window
1200,20.71,teak,A,Semi,Door/window
1050,8.16,kempas,B,Semi,Roofing Components
600,19.33,pinewood,A,Indoor,Roofing Components
1181,27.74,microo,C,Indoor,Structural Framing
416,3.56,pinewood,C,Indoor,Roofing Components
671,13.11,kempas,C,Semi,Roofing Components
250,18.17,ginisapu,A,Indoor,Door/window
500,29.47,lunumidella,A,Indoor,Roofing Components
3000,4.69,thulan,A,Indoor,Structural Framing
563,19.54,mahoganii,B,Semi,Door/window
1575,8.97,kempas,C,Semi,Structural Framing
828,2.45,thulan,C,Indoor,Door/window
1200,10.88,teak,A,Semi,Structural Framing
489,6.13,burutha,B,Semi,Structural Framing
278,19.22,lunumidella,C,Indoor,Roofing Components
2064,2.84,thulan,C,Indoor,Structural Framing
129,8.07,mango,C,Indoor,Door/window
297,5.13,lunumidella,C,Semi,Roofing Components
502,28.43,mahoganii,C,Semi,Door/window
424,3.33,lunumidella,B,Indoor,Roofing Components
600,21.72,pinewood,A,Indoor,Roofing Components
382,11.21,pinewood,C,Indoor,Roofing Components
850,22.84,jak,A,Semi,Door/window
382,26.48,pinewood,C,Indoor,Roofing Components
1678,18.67,kempas,C,Semi,Structural Framing
464,21.13,mahoganii,C,Semi,Door/window
1020,2.44,thulan,C,Indoor,Door/window
1000,13.72,microo,A,Indoor,Door/window
911,2.9,kempas,C,Semi,Door/window
2000,10.72,kubuk,A,Outdoor,Structural Framing
467,27.6,burutha,B,Semi,Structural Framing
311,8.51,burutha,C,Semi,Door/window
2307,9.5,thulan,B,Indoor,Structural Framing
600,4.2,pinewood,A,Indoor,Roofing Components
912,7.34,kempas,B,Semi,Roofing Components
500,28.22,lunumidella,A,Indoor,Roofing Components
600,29.17,pinewood,A,Indoor,Roofing Components
524,13.93,burutha,B,Semi,Structural Framing
2432,8.78,thulan,B,Indoor,Structural Framing
600,23.01,pinewood,A,Indoor,Roofing Components
1500,8.96,thulan,A,Indoor,Door/window
343,27.24,ginisapu,B,Indoor,Roofing Components
505,14.25,burutha,B,Semi,Structural Framing
382,21.11,lunumidella,B,Indoor,Roofing Components
126,2.91,mango,C,Indoor,Door/window
399,1.91,pinewood,C,Indoor,Roofing Components
150,19.9,mango,B,Indoor,Door/window
1614,17.2,kempas,C,Semi,Structural Framing
1200,12.73,teak,A,Semi,Door/window
1056,7.28,teak,B,Semi,Door/window
1281,22.66,kempas,B,Semi,Door/window
1225,24.11,kubuk,C,Outdoor,Structural Framing
1383,19.58,kubuk,C,Outdoor,Structural Framing
327,5.27,mango,B,Indoor,Structural Framing
303,23.68,lunumidella,C,Indoor,Roofing Components
301,8.16,burutha,C,Semi,Door/window
600,22.32,pinewood,A,Indoor,Roofing Components
1200,11.63,teak,A,Semi,Door/window
295,3.06,ginisapu,C,Indoor,Roofing Components
1283,26.66,kubuk,C,Outdoor,Structural Framing
1694,21.64,microo,B,Indoor,Structural Framing
2000,25.51,kubuk,A,Outdoor,Structural Framing
1717,10.93,kempas,C,Semi,Structural Framing
848,4.88,microo,B,Indoor,Door/window
1049,28.99,kempas,C,Semi,Door/window
796,6.23,jak,B,Semi,Structural Framing
311,16.44,ginisapu,C,Indoor,Roofing Components
472,15.55,jak,C,Semi,Door/window
611,9.22,microo,C,Indoor,Door/window
705,17.48,teak,C,Semi,Door/window
750,19.42,mahoganii,A,Semi,Door/window
955,26.83,teak,B,Semi,Door/window
1200,23.94,kempas,A,Semi,Roofing Components
342,7.49,lunumidella,C,Semi,Roofing Components
113,8.31,mango,C,Indoor,Door/window
600,8.86,pinewood,A,Indoor,Roofing Components
1050,2.0,mahoganii,A,Semi,Structural Framing
639,17.7,mahoganii,C,Semi,Structural Framing
646,16.04,mahoganii,C,Semi,Structural Framing
795,2.34,jak,B,Semi,Structural Framing
359,19.32,burutha,C,Semi,Structural Framing
600,15.2,burutha,A,Semi,Structural Framing
1200,20.96,kempas,A,Semi,Roofing Components
922,14.46,kempas,C,Semi,Door/window
1068,8.11,teak,B,Semi,Door/window
330,21.29,pinewood,C,Indoor,Roofing Components
1500,14.79,kempas,A,Semi,Door/window
1500,3.94,kempas,A,Semi,Door/window
400,24.03,mango,A,Indoor,Structural Framing
1129,5.21,kempas,B,Semi,Door/window
794,16.69,mahoganii,B,Semi,Structural Framing
377,16.47,pinewood,C,Indoor,Roofing Components
397,2.76,ginisapu,B,Indoor,Roofing Components
1299,8.88,kempas,B,Semi,Door/window
504,14.99,pinewood,B,Indoor,Roofing Components
706,5.65,kempas,C,Semi,Roofing Components
831,11.66,kempas,C,Semi,Roofing Components
1000,13.7,microo,A,Indoor,Door/window
336,23.66,mango,B,Indoor,Structural Framing
1221,27.78,kubuk,C,Outdoor,Structural Framing
674,9.51,jak,B,Semi,Door/window
419,28.3,pinewood,C,Indoor,Roofing Components
474,4.74,pinewood,B,Indoor,Roofing Components
3000,13.38,thulan,A,Indoor,Structural Framing
910,23.34,mahoganii,B,Semi,Structural Framing
1000,13.49,microo,A,Indoor,Door/window
3000,3.8,thulan,A,Indoor,Structural Framing
1593,15.71,microo,B,Indoor,Structural Framing
1050,5.04,mahoganii,A,Semi,Structural Framing
750,3.02,mahoganii,A,Semi,Door/window
400,2.36,mango,A,Indoor,Structural Framing
986,25.79,kempas,B,Semi,Roofing Components
1050,3.83,mahoganii,A,Semi,Structural Framing
753,7.1,microo,B,Indoor,Door/window
1200,15.51,kempas,A,Semi,Roofing Components
2000,14.35,kubuk,A,Outdoor,Structural Framing
453,8.98,pinewood,B,Indoor,Roofing Components
278,28.76,ginisapu,C,Indoor,Roofing Components
600,18.77,pinewood,A,Indoor,Roofing Components
214,4.3,ginisapu,B,Indoor,Door/window
301,16.79,lunumidella,C,Indoor,Roofing Components
482,16.11,pinewood,B,Indoor,Roofing Components
1023,22.56,teak,B,Semi,Door/window
450,21.14,ginisapu,A,Indoor,Roofing Components
2539,8.59,thulan,B,Indoor,Structural Framing
