sheet,item,description,quantity,unit,rate,amount,labor_types,vehicles,nlp_entities,total_fuel_liters,estimated_hours,estimated_cost_lkr,labor_hours,employee_count,excavation_volume,site_area,wall_area,floor_area,concrete_volume,steel_quantity,brick_quantity,total_cement,total_sand,building_complexity,labour_roles,Excavators,Bulldozers,Cranes,Dump Trucks,Loaders,Graders,Compactors,Pavers,Rollers,Trenchers,Skid Steers,Backhoe Loaders,Telehandlers,Forklifts,Scrapers,Concrete Mixers,Pile Drivers,Asphalt Mills,Manlifts,Drilling Rigs,vehicles_needed,masons,welders,laborers,fuel_liters,estimated_hours2,estimated_cost
SYN,Item_72,Synthetic entry,172.408767,kg,107091.033167,18463432.985079,"Unskilled,Semi-skilled","Loader,Mixer",,426.02,166.574,28151485.267,20.133,51,188.743,1919.609,888.735,1407.356,38.801,1289.611,3850,3368.454,1299.041,1,Painter_skilled;Welder_skilled;Tiler_skilled;Driver_unskilled,5,0,1,0,0,1,0,4,0,0,1,1,1,3,1,2,5,1,1,,32.112,9,1,7,426.02,166.574,28151485.267
SYN,Item_73,Synthetic entry,456.725068,kg,176056.860838,80409581.738102,Semi-skilled,Trailer,,565.702,34.83,38959824.586,396.324,22,245.791,420.07,324.14,1489.294,190.522,1162.269,4897,4906.573,1472.91,5,Carpenter_skilled,4,2,2,1,3,3,4,1,2,0,4,3,2,1,0,2,5,5,2,,40.046,11,8,49,565.702,34.83,38959824.586
SYN,Item_74,Synthetic entry,156.873651,pieces,185900.499376,29162890.059836,"Skilled,Professional","Loader,Mixer",,645.376,210.07,3204150.35,144.769,54,409.691,698.795,411.279,638.472,84.69,1874.707,559,5047.218,1751.49,4,Painter_skilled,0,0,2,2,4,3,1,0,3,0,2,2,5,0,4,2,0,3,3,,36.451,20,3,23,645.376,210.07,3204150.35
SYN,Item_75,Synthetic entry,265.433845,bag,19822.488857,5261559.434783,Semi-skilled,Crane,,164.033,194.016,23448338.013,411.867,96,394.875,1072.479,291.941,322.258,87.165,1388.293,4873,8427.539,3280.549,2,Mason_skilled;Painter_skilled;Labourer_unskilled,1,2,5,0,0,3,0,4,0,5,1,4,0,2,2,4,5,3,2,,46.811,16,2,32,164.033,194.016,23448338.013
SYN,Item_76,Synthetic entry,310.249185,units,88796.059385,27548905.055408,Unskilled,Trailer,,101.292,327.429,38198094.291,364.447,88,441.69,1927.302,519.175,553.123,23.979,358.147,2602,1670.88,1770.59,5,Tiler_skilled;Painter_skilled;Carpenter_skilled,5,5,3,1,2,5,2,4,4,5,2,3,2,5,5,4,2,2,4,,75.945,20,4,40,101.292,327.429,38198094.291
SYN,Item_77,Synthetic entry,456.494897,bag,57956.395054,26456798.590667,Unskilled,None,,813.887,401.931,491173.112,155.803,26,247.63,1283.843,895.732,355.724,21.045,977.804,2380,9976.726,1057.214,5,Painter_skilled;Welder_skilled;Mason_skilled;Carpenter_skilled,2,4,4,2,2,1,5,3,0,0,5,0,0,4,0,0,2,4,3,,43.097,15,10,43,813.887,401.931,491173.112
SYN,Item_78,Synthetic entry,41.005756,bag,29813.43812,1222522.56907,"Unskilled,Semi-skilled",Trailer,,620.4,289.084,16791359.097,268.603,13,199.87,1856.216,300.166,1093.034,64.705,270.105,4558,9004.212,1134.455,1,ConcreteWorker_skilled,5,0,2,0,4,0,1,4,5,3,3,3,0,0,1,2,3,0,0,,41.318,16,1,43,620.4,289.084,16791359.097
SYN,Item_79,Synthetic entry,384.961047,pieces,171236.914937,65919542.059197,Professional,Large Truck,,16.139,161.511,16883892.89,315.43,100,296.995,295.945,788.209,796.292,58.283,602.33,3373,2238.241,2086.588,1,Welder_skilled;Painter_skilled;Driver_unskilled,2,1,3,4,0,5,5,5,1,3,5,2,2,2,5,4,2,5,3,,65.261,11,3,41,16.139,161.511,16883892.89
SYN,Item_80,Synthetic entry,56.422215,pieces,102765.485658,5798256.326375,"Skilled,Professional",Trailer,,770.504,71.239,44186032.039,40.146,3,395.458,1322.01,222.648,352.13,181.199,1484.3,1132,6759.443,2243.735,1,ConcreteWorker_skilled;Labourer_unskilled;Mason_skilled;Tiler_skilled,0,4,3,1,4,0,1,1,5,0,5,1,1,0,0,5,5,2,5,,35.449,11,10,19,770.504,71.239,44186032.039
SYN,Item_81,Synthetic entry,295.133177,m3,149827.974533,44219206.127399,Unskilled,"Crane,Trailer",,709.332,44.043,38607534.731,277.876,78,295.133,588.879,212.425,171.916,75.34,1820.173,4971,5382.187,1316.479,5,Mason_skilled;Carpenter_skilled,1,1,3,4,1,3,2,5,2,1,4,0,2,2,4,3,5,3,1,,51.378,4,5,17,709.332,44.043,38607534.731
SYN,Item_82,Synthetic entry,381.041159,bag,198666.622994,75700160.28025,Semi-skilled,Trailer,,772.281,422.64,33163035.173,78.363,62,273.405,1710.582,517.084,505.614,104.843,651.254,2219,7907.93,4553.877,4,ConcreteWorker_skilled,1,1,0,3,4,3,5,3,3,5,4,3,4,3,5,1,3,2,1,,55.93,14,6,29,772.281,422.64,33163035.173
SYN,Item_83,Synthetic entry,91.195301,pieces,91245.150576,8321128.971569,Unskilled,Crane,,47.189,378.559,24722745.948,52.627,97,453.451,824.743,222.697,233.915,94.358,1967.692,4006,1038.991,3146.638,2,Welder_skilled;Tiler_skilled,1,3,0,0,4,2,1,0,0,0,5,3,5,0,1,3,3,4,2,,37.367,15,3,31,47.189,378.559,24722745.948
SYN,Item_84,Synthetic entry,457.377762,kg,86038.817024,39352241.575565,Skilled,Large Truck,,312.577,194.862,15353166.497,98.367,53,277.059,1048.013,488.233,564.119,152.893,1841.717,3813,1641.346,2709.487,5,Tiler_skilled,5,0,0,0,1,4,0,4,5,2,3,3,2,0,2,3,1,5,2,,44.129,20,5,19,312.577,194.862,15353166.497
SYN,Item_85,Synthetic entry,186.395719,m3,10600.43925,1975876.49572,"Skilled,Professional",Trailer,,733.618,66.055,12382055.332,488.235,29,186.396,1761.921,700.118,479.437,84.448,1715.939,2115,9240.504,1078.894,5,Welder_skilled,2,1,0,3,2,2,0,1,1,5,0,3,4,2,2,4,0,2,3,,41.618,6,10,8,733.618,66.055,12382055.332
SYN,Item_86,Synthetic entry,485.827264,units,43720.996415,21240852.067653,"Skilled,Professional",None,,758.912,179.914,12864665.427,251.523,62,358.101,852.524,242.224,707.33,30.958,1525.2,1951,9322.374,4226.727,5,Tiler_skilled;Labourer_unskilled;Carpenter_skilled,2,4,1,5,3,1,1,0,1,0,3,1,2,3,5,1,4,2,3,,44.385,4,6,43,758.912,179.914,12864665.427
SYN,Item_87,Synthetic entry,233.037462,pieces,20142.929838,4694057.246692,"Skilled,Unskilled",Trailer,,319.915,491.041,40074140.172,317.948,46,363.764,1724.775,844.902,1414.688,88.145,900.718,2609,3226.273,1216.38,1,Labourer_unskilled;Painter_skilled;ConcreteWorker_skilled,5,3,4,2,3,4,1,4,5,5,4,3,0,3,1,2,3,2,3,,60.665,17,6,39,319.915,491.041,40074140.172
SYN,Item_88,Synthetic entry,341.485727,pieces,23792.65673,8124852.680705,"Skilled,Unskilled",None,,598.841,94.177,2292627.836,305.798,47,269.381,1980.171,987.755,229.508,104.206,831.283,2952,2016.213,4250.591,3,Welder_skilled;Painter_skilled,2,1,0,5,2,5,0,5,4,4,1,4,4,2,1,5,3,5,5,,61.776,7,1,46,598.841,94.177,2292627.836
SYN,Item_89,Synthetic entry,90.794585,bag,51794.977642,4702703.50009,Skilled,Trailer,,835.35,393.192,41035570.921,225.617,100,355.357,632.294,813.846,685.763,181.646,461.329,4372,8154.833,2483.867,1,Carpenter_skilled;Painter_skilled;Mason_skilled,5,1,3,2,1,5,1,2,2,4,1,0,0,2,5,0,0,2,4,,44.472,4,9,37,835.35,393.192,41035570.921
SYN,Item_90,Synthetic entry,24.887727,bag,88574.949609,2204429.164908,"Skilled,Semi-skilled",Large Truck,,978.82,343.839,4930161.712,25.266,94,112.207,1034.452,423.802,953.633,62.436,863.091,4895,8586.314,2143.577,2,Driver_unskilled,1,4,3,3,0,3,3,5,1,3,4,4,3,4,0,5,2,0,1,,55.381,9,10,44,978.82,343.839,4930161.712
SYN,Item_91,Synthetic entry,251.322093,m3,167490.510489,42094065.653734,Professional,Excavator,,84.786,373.238,14687095.642,131.989,61,251.322,1599.992,430.392,466.097,142.36,1198.663,3721,5807.591,1147.069,2,Painter_skilled;Labourer_unskilled;Welder_skilled,0,5,3,0,0,1,3,4,2,1,5,1,4,3,2,3,4,0,3,,52.813,4,8,48,84.786,373.238,14687095.642
SYN,Item_92,Synthetic entry,287.393354,units,115393.88205,33163434.79343,"Skilled,Semi-skilled","Crane,Trailer",,829.09,76.905,11551747.624,463.65,94,352.359,1933.771,688.866,1335.411,132.117,318.82,3872,1021.436,1456.367,1,Mason_skilled,1,3,5,3,5,0,4,0,0,1,3,5,1,2,2,3,0,3,1,,46.636,11,8,48,829.09,76.905,11551747.624
SYN,Item_93,Synthetic entry,233.104647,kg,29373.646733,6847133.552799,Professional,Crane,,964.315,42.774,17467000.755,458.305,63,488.656,1463.574,333.894,364.109,74.967,1585.115,2320,8549.293,3371.659,3,Carpenter_skilled;Labourer_unskilled;Welder_skilled;ConcreteWorker_skilled,3,5,1,0,1,1,5,1,3,0,4,2,4,4,5,4,3,2,0,,49.086,3,5,14,964.315,42.774,17467000.755
SYN,Item_94,Synthetic entry,494.681251,m3,50638.82845,25050079.00682,Skilled,"Crane,Trailer",,348.872,410.358,45788150.083,419.564,30,494.681,460.599,683.582,1098.2,118.616,315.567,1593,2633.948,1488.359,5,Welder_skilled;Driver_unskilled,2,3,5,4,1,0,1,0,0,4,5,5,3,0,1,3,4,4,4,,41.336,20,6,26,348.872,410.358,45788150.083
SYN,Item_95,Synthetic entry,493.606601,m3,133854.500466,66071465.003575,Semi-skilled,Excavator,,513.467,439.852,33985467.811,427.239,13,493.607,393.923,272.981,701.285,94.166,270.783,3742,1706.254,1287.202,2,Painter_skilled,0,4,1,5,5,5,3,5,5,3,5,4,2,3,3,4,4,1,3,,80.467,12,5,35,513.467,439.852,33985467.811
SYN,Item_96,Synthetic entry,351.588393,pieces,33418.22491,11749459.993019,"Skilled,Unskilled",None,,438.632,29.729,3882102.76,118.501,73,445.159,1254.54,255.363,300.244,71.424,1421.937,4467,2646.105,3647.859,3,Painter_skilled,0,5,4,2,2,5,3,4,0,4,1,5,5,2,0,1,0,1,3,,49.761,13,4,48,438.632,29.729,3882102.76
SYN,Item_97,Synthetic entry,451.216473,m3,134625.29507,60745150.81807,Semi-skilled,Trailer,,33.527,190.543,32909701.367,306.16,64,451.216,887.071,617.432,660.908,63.152,1901.648,4270,7897.675,1413.982,2,Welder_skilled;ConcreteWorker_skilled;Driver_unskilled,5,3,1,0,5,4,4,4,4,0,0,3,1,3,4,2,3,4,4,,48.272,8,8,40,33.527,190.543,32909701.367
SYN,Item_98,Synthetic entry,153.328165,kg,71933.046155,11029361.969806,Professional,Trailer,,91.012,170.741,5558763.909,356.42,66,191.511,510.215,992.27,1026.613,39.303,994.943,973,9151.067,4502.178,2,Tiler_skilled,2,3,4,5,0,0,5,4,0,4,1,3,5,4,5,1,1,3,3,,45.122,19,10,26,91.012,170.741,5558763.909
SYN,Item_99,Synthetic entry,475.466331,pieces,139798.761659,66469604.284348,Professional,Excavator,,50.088,497.013,32497320.439,468.866,52,148.308,750.861,864.127,490.898,85.259,838.324,4437,9938.753,4519.532,2,Labourer_unskilled;Painter_skilled;Carpenter_skilled,2,4,0,5,3,2,2,4,5,3,0,4,5,5,4,5,1,0,5,,51.282,6,10,45,50.088,497.013,32497320.439
SYN,Item_100,Synthetic entry,160.263207,bag,41691.312333,6681583.418525,Skilled,Trailer,,327.293,16.519,11039847.25,71.506,75,161.076,340.828,220.811,774.783,92.512,1404.371,3264,7852.838,3845.639,4,Labourer_unskilled;ConcreteWorker_skilled;Welder_skilled;Painter_skilled,2,1,0,0,4,1,0,0,0,3,1,0,2,5,1,1,2,5,1,,30.402,15,4,35,327.293,16.519,11039847.25
SYN,Item_101,Synthetic entry,141.59408,bag,74992.183397,10618449.215289,Skilled,None,,913.613,16.044,45489032.358,214.562,29,120.27,1661.687,857.952,1246.681,181.083,638.812,2757,1798.49,4745.687,3,Carpenter_skilled;Painter_skilled;ConcreteWorker_skilled;Driver_unskilled,4,5,0,5,3,0,3,5,2,5,4,2,0,4,3,3,5,1,5,,58.937,3,10,50,913.613,16.044,45489032.358
SYN,Item_102,Synthetic entry,347.277756,kg,197648.589908,68638958.779814,"Unskilled,Semi-skilled",Crane,,143.013,285.841,30276654.254,467.304,38,227.66,571.697,847.332,376.879,190.966,269.168,789,9103.437,1400.157,2,Labourer_unskilled;ConcreteWorker_skilled,1,5,4,1,2,2,5,1,3,0,2,0,3,4,4,1,0,2,4,,44.827,16,10,40,143.013,285.841,30276654.254
SYN,Item_103,Synthetic entry,468.495857,bag,134387.678767,62960070.734186,Skilled,"Crane,Trailer",,802.102,14.044,23878692.334,107.877,54,127.654,1101.561,474.706,1157.24,42.291,967.383,2075,4922.096,1880.19,2,Tiler_skilled;ConcreteWorker_skilled,2,3,3,0,5,3,5,0,2,4,3,4,3,0,0,2,1,0,4,,49.692,17,4,9,802.102,14.044,23878692.334
SYN,Item_104,Synthetic entry,90.826859,bag,101927.491422,9257753.89161,"Skilled,Professional",Excavator,,569.743,437.778,37893378.341,349.385,45,130.521,1457.781,124.853,414.92,133.923,765.31,3123,9709.135,3374.631,5,Welder_skilled,1,0,4,5,0,3,3,3,4,0,2,1,5,4,3,3,2,5,2,,56.08,7,10,7,569.743,437.778,37893378.341
SYN,Item_105,Synthetic entry,24.945528,units,178327.725159,4448479.26113,Unskilled,"Crane,Trailer",,947.531,339.113,20100161.487,300.801,7,272.285,324.01,756.795,1155.484,132.984,1303.383,3768,8165.632,4499.027,4,Mason_skilled;ConcreteWorker_skilled;Welder_skilled,0,4,5,4,4,4,1,5,4,0,1,0,4,0,2,5,2,0,4,,60.459,16,10,33,947.531,339.113,20100161.487
SYN,Item_106,Synthetic entry,407.671322,kg,49116.49798,20023387.663517,Skilled,Trailer,,868.766,428.737,28407616.67,464.3,79,57.438,1319.425,834.565,1124.659,68.521,509.272,2699,1621.675,4223.422,1,Carpenter_skilled;ConcreteWorker_skilled;Welder_skilled;Painter_skilled,0,4,0,3,4,3,3,0,2,2,4,0,2,4,1,2,4,4,1,,46.13,2,5,30,868.766,428.737,28407616.67
SYN,Item_107,Synthetic entry,260.977043,kg,27312.480901,7127930.502537,"Skilled,Semi-skilled","Crane,Trailer",,849.403,87.667,35179729.757,144.946,45,474.116,1214.544,433.518,826.353,36.597,1788.666,4740,6899.782,967.517,5,Tiler_skilled;Driver_unskilled;Welder_skilled,0,5,4,3,4,0,3,2,2,5,3,1,1,2,2,3,4,2,1,,45.874,13,5,40,849.403,87.667,35179729.757
SYN,Item_108,Synthetic entry,162.369315,bag,12579.194083,2042475.126509,"Skilled,Unskilled",None,,72.806,499.145,13442015.511,76.098,57,298.173,718.353,349.416,1367.199,165.124,1591.171,1530,5827.123,4299.835,3,Driver_unskilled,4,0,1,2,5,2,1,0,1,0,3,0,0,5,5,3,5,5,2,,47.698,2,3,10,72.806,499.145,13442015.511
SYN,Item_109,Synthetic entry,247.864423,units,12505.127104,3099576.114175,Semi-skilled,"Crane,Trailer",,681.0,256.908,42285450.166,178.384,58,483.457,1306.582,912.35,661.514,91.08,638.222,655,7990.719,4153.641,2,Tiler_skilled,3,0,2,4,1,0,3,3,3,3,1,5,4,3,2,3,2,3,0,,55.674,6,4,5,681.0,256.908,42285450.166
SYN,Item_110,Synthetic entry,352.755761,m3,147714.492054,52107138.055237,Skilled,Trailer,,319.743,119.926,47227538.155,325.038,45,352.756,1004.56,357.806,844.701,42.416,897.02,4847,9568.697,3419.21,1,Welder_skilled;ConcreteWorker_skilled;Carpenter_skilled,3,2,4,4,4,0,3,4,1,3,3,2,1,2,1,4,5,2,0,,46.348,9,5,50,319.743,119.926,47227538.155
SYN,Item_111,Synthetic entry,495.223221,m3,128816.135059,63792741.320689,"Skilled,Unskilled",Crane,,646.902,489.884,3165322.314,198.553,71,495.223,1887.091,243.513,1126.964,120.521,1356.937,769,4459.794,2393.076,4,Welder_skilled;ConcreteWorker_skilled;Driver_unskilled,3,2,1,5,1,4,0,4,3,4,2,3,1,3,5,5,0,1,5,,57.653,12,6,9,646.902,489.884,3165322.314
SYN,Item_112,Synthetic entry,153.015145,m3,194277.138095,29727344.455791,Skilled,"Loader,Mixer",,823.392,139.511,7354001.516,256.589,5,153.015,446.84,196.911,1388.512,59.189,1274.728,3532,3508.217,2293.716,1,Welder_skilled;Painter_skilled,5,1,1,2,5,5,2,0,0,5,3,5,1,3,2,3,0,2,1,,53.38,16,8,11,823.392,139.511,7354001.516
SYN,Item_113,Synthetic entry,452.146045,units,32745.402282,14805704.13374,Unskilled,Excavator,,895.6,256.227,18325584.261,274.907,50,291.817,1458.887,966.761,771.641,34.183,1335.782,4713,7639.606,3448.417,4,Carpenter_skilled,5,0,0,3,5,2,5,4,4,4,5,2,0,4,0,4,4,2,5,,56.538,19,9,39,895.6,256.227,18325584.261
SYN,Item_114,Synthetic entry,128.071835,pieces,36326.410406,4652390.03966,"Unskilled,Semi-skilled","Loader,Mixer",,836.643,341.273,20711915.818,62.913,26,324.933,1292.265,247.245,1107.439,116.697,1962.02,2370,9868.356,3922.793,1,Driver_unskilled;Mason_skilled;Labourer_unskilled;Carpenter_skilled,2,4,2,5,0,3,1,2,4,1,4,2,2,1,3,0,1,5,2,,44.003,12,9,24,836.643,341.273,20711915.818
SYN,Item_115,Synthetic entry,241.267847,kg,98637.103902,23797961.692751,Professional,Large Truck,,744.753,444.39,27852359.028,375.498,80,320.916,349.245,920.198,887.174,86.422,255.05,715,2050.142,2921.962,4,Welder_skilled;Tiler_skilled;ConcreteWorker_skilled;Mason_skilled,5,3,5,2,5,0,3,5,3,5,1,5,5,2,5,1,3,0,5,,67.257,7,2,38,744.753,444.39,27852359.028
SYN,Item_116,Synthetic entry,34.420002,units,143400.1816,4935834.537472,Unskilled,Large Truck,,849.846,431.019,12571705.582,364.742,22,364.313,1676.437,131.572,1388.294,71.613,1196.456,887,2365.228,1309.595,5,ConcreteWorker_skilled,2,0,1,0,1,2,2,2,5,3,2,5,3,4,4,3,0,4,4,,43.235,7,5,41,849.846,431.019,12571705.582
SYN,Item_117,Synthetic entry,66.155757,units,77307.520299,5114337.527173,"Skilled,Semi-skilled",Excavator,,733.505,111.605,49086003.468,263.998,99,353.319,970.888,380.752,1055.182,20.544,313.351,546,1147.603,4934.422,5,Painter_skilled;Welder_skilled;Tiler_skilled,1,2,2,0,4,1,1,5,5,4,0,3,0,3,4,5,3,1,1,,48.852,13,2,18,733.505,111.605,49086003.468
SYN,Item_118,Synthetic entry,283.260102,kg,12379.479153,3506612.527586,"Skilled,Semi-skilled",Excavator,,874.944,465.524,40823906.323,469.67,11,285.217,937.541,791.656,691.467,64.13,1725.271,3478,5758.829,725.786,5,Labourer_unskilled;Carpenter_skilled;Painter_skilled;Welder_skilled,1,5,3,3,2,2,2,2,0,5,4,0,5,3,0,4,1,2,0,,48.038,9,1,32,874.944,465.524,40823906.323
SYN,Item_119,Synthetic entry,62.727194,bag,99853.039082,6263500.953986,Semi-skilled,"Loader,Mixer",,125.554,384.979,28713119.78,272.456,14,70.135,616.248,945.809,1221.784,163.324,1321.472,3685,5502.841,2023.147,5,Painter_skilled,1,2,0,0,3,0,3,1,3,0,3,0,0,3,3,1,2,4,5,,34.073,19,7,48,125.554,384.979,28713119.78
SYN,Item_120,Synthetic entry,304.055996,kg,165735.959682,50393012.294126,Professional,Large Truck,,479.222,396.253,12264505.286,211.029,6,439.544,1529.47,500.962,930.768,57.263,1682.68,1020,9328.939,2399.761,4,ConcreteWorker_skilled,5,1,4,0,0,5,4,3,4,2,5,1,0,5,0,4,4,3,3,,54.251,5,1,28,479.222,396.253,12264505.286
SYN,Item_121,Synthetic entry,396.412872,m3,85473.759899,33882898.642201,Semi-skilled,Excavator,,310.296,82.626,44459332.438,198.369,4,396.413,1469.392,223.578,1044.574,134.151,1101.494,4073,3106.154,3420.688,5,ConcreteWorker_skilled;Labourer_unskilled;Driver_unskilled;Welder_skilled,5,5,5,1,1,4,5,2,5,3,2,1,2,4,4,2,0,1,4,,71.704,6,3,45,310.296,82.626,44459332.438
SYN,Item_122,Synthetic entry,454.913672,m3,101867.866519,46341085.216964,Unskilled,"Crane,Trailer",,40.393,292.074,41236944.527,406.695,13,454.914,277.011,314.584,1300.474,177.436,1167.18,779,6428.22,4002.332,3,Labourer_unskilled;Painter_skilled;ConcreteWorker_skilled;Carpenter_skilled,4,3,0,0,2,5,1,4,3,4,5,5,3,5,4,2,2,0,5,,55.487,11,4,28,40.393,292.074,41236944.527
SYN,Item_123,Synthetic entry,233.757307,kg,41129.014961,9614207.776846,Professional,"Crane,Trailer",,620.049,462.751,25146879.872,48.466,24,294.797,1968.382,343.124,587.085,124.913,723.111,4985,7638.669,4394.371,5,ConcreteWorker_skilled;Driver_unskilled;Tiler_skilled,2,5,3,2,4,5,1,0,4,2,4,1,1,5,4,4,0,0,0,,56.608,16,2,17,620.049,462.751,25146879.872
SYN,Item_124,Synthetic entry,319.752558,bag,40737.741789,13025997.144176,Professional,Trailer,,206.391,19.893,7379190.506,93.942,58,310.1,1501.198,998.184,1270.101,67.608,699.243,3218,5572.921,3739.897,4,Welder_skilled;Tiler_skilled,5,1,0,5,3,0,4,4,2,5,5,3,5,5,3,0,4,4,4,,73.533,4,9,42,206.391,19.893,7379190.506
SYN,Item_125,Synthetic entry,375.794748,kg,115983.992743,43586175.32489,Skilled,None,,202.898,371.086,49933157.753,360.545,3,445.807,1647.046,537.896,865.643,193.951,1723.234,2585,1740.013,3540.308,2,Carpenter_skilled;Driver_unskilled,3,3,3,4,3,1,4,3,4,4,1,5,2,2,3,4,2,5,1,,53.569,20,2,28,202.898,371.086,49933157.753
SYN,Item_126,Synthetic entry,369.723881,pieces,27406.969302,10133011.056783,"Skilled,Unskilled",Trailer,,143.194,252.441,49694364.419,349.899,72,152.278,1476.99,121.232,737.242,68.54,1764.2,965,1179.268,3377.329,2,ConcreteWorker_skilled;Tiler_skilled;Driver_unskilled;Labourer_unskilled,5,0,2,5,5,2,3,4,0,2,5,3,3,4,4,2,4,5,5,,61.814,4,5,6,143.194,252.441,49694364.419
SYN,Item_127,Synthetic entry,205.297631,bag,90819.587727,18645046.20875,"Skilled,Professional",Crane,,774.351,84.931,1009819.186,464.579,18,246.708,1021.455,130.707,702.834,139.692,1623.531,538,7643.617,1573.54,1,Painter_skilled,5,4,1,1,4,5,1,0,0,5,5,4,1,3,4,4,4,2,3,,65.099,12,2,40,774.351,84.931,1009819.186
SYN,Item_128,Synthetic entry,415.966183,kg,112226.227551,46682315.506879,"Skilled,Unskilled",Trailer,,252.904,497.658,5233308.519,50.484,7,198.737,646.439,224.623,361.716,168.568,319.261,4855,3144.997,4937.892,2,Labourer_unskilled;Tiler_skilled,2,3,1,2,1,4,1,4,2,5,1,2,5,2,2,3,4,4,1,,41.322,12,5,17,252.904,497.658,5233308.519
SYN,Item_129,Synthetic entry,248.640413,pieces,14563.592744,3621097.714632,Unskilled,None,,672.251,247.011,29998298.907,389.842,12,178.28,260.186,457.04,1464.384,181.997,1470.608,2755,4153.103,3233.012,1,Carpenter_skilled;Labourer_unskilled,3,4,2,5,2,4,4,5,2,4,3,0,1,5,0,1,3,1,4,,63.118,19,7,46,672.251,247.011,29998298.907
SYN,Item_130,Synthetic entry,137.235019,pieces,127001.642248,17429072.786935,Semi-skilled,Large Truck,,126.874,52.728,1424999.033,198.73,58,362.137,801.252,314.047,985.598,115.388,417.433,1982,8327.689,1864.577,2,Welder_skilled;ConcreteWorker_skilled;Carpenter_skilled,0,4,3,0,5,2,3,2,4,2,5,4,3,2,4,3,4,5,1,,48.765,16,1,47,126.874,52.728,1424999.033
SYN,Item_131,Synthetic entry,31.890514,pieces,194814.147642,6212723.302775,"Skilled,Professional","Loader,Mixer",,931.398,385.505,17480485.738,117.404,10,269.797,1005.919,888.099,1239.54,169.081,1215.379,1137,2251.59,1345.565,3,Welder_skilled,0,0,3,0,5,4,0,2,5,5,3,2,4,1,1,3,2,0,3,,45.243,4,2,30,931.398,385.505,17480485.738
SYN,Item_132,Synthetic entry,378.12979,bag,67594.645386,25559549.064933,Semi-skilled,None,,128.891,128.727,4197992.002,461.23,25,257.266,1176.018,854.764,685.842,104.771,1810.867,729,3930.556,4392.304,2,Driver_unskilled,1,0,0,3,2,1,1,5,4,1,5,2,1,2,0,3,5,4,0,,43.555,3,8,50,128.891,128.727,4197992.002
SYN,Item_133,Synthetic entry,492.206739,pieces,114001.075106,56112097.420418,"Skilled,Semi-skilled",Large Truck,,592.524,7.853,27230349.965,138.615,22,118.901,670.207,312.429,1292.964,28.905,724.516,2835,3260.587,2211.09,5,ConcreteWorker_skilled,5,0,1,4,3,4,0,1,0,2,1,0,2,4,3,4,4,5,4,,40.595,9,6,7,592.524,7.853,27230349.965
SYN,Item_134,Synthetic entry,175.978485,m3,153064.612464,26936078.608527,"Unskilled,Semi-skilled","Loader,Mixer",,651.337,405.101,29702880.223,495.796,68,175.978,1075.639,435.609,370.536,58.768,1578.529,824,5560.573,4817.72,3,Welder_skilled;Tiler_skilled;Carpenter_skilled,0,4,5,4,5,0,4,3,5,4,3,1,5,1,2,5,0,2,2,,53.19,10,3,15,651.337,405.101,29702880.223
SYN,Item_135,Synthetic entry,230.469311,bag,169413.538766,39044621.553472,"Skilled,Unskilled",Large Truck,,230.912,354.864,1796370.981,95.461,83,414.627,1589.121,522.293,834.327,91.473,386.251,2029,4225.552,4994.75,3,Welder_skilled;Driver_unskilled,3,2,2,4,4,4,2,5,0,3,1,4,2,0,0,4,0,1,3,,52.4,17,3,17,230.912,354.864,1796370.981
SYN,Item_136,Synthetic entry,102.654317,m3,68631.3546,7045304.831248,Skilled,Large Truck,,347.82,168.014,20521820.291,147.908,89,102.654,1551.239,509.922,578.819,100.089,1615.013,2513,7169.527,1244.295,5,Labourer_unskilled;Welder_skilled;Painter_skilled;ConcreteWorker_skilled,5,2,2,5,5,0,2,3,2,4,4,2,5,0,3,5,5,0,0,,62.767,17,10,28,347.82,168.014,20521820.291
SYN,Item_137,Synthetic entry,313.0794,m3,80679.967535,25259235.827877,"Skilled,Professional",None,,640.963,5.648,42436340.623,454.99,88,313.079,1169.679,340.019,1248.176,34.559,1546.101,2090,1608.054,3298.923,4,Labourer_unskilled,0,2,2,2,4,1,4,5,2,1,2,0,1,2,5,3,3,4,0,,46.734,14,9,34,640.963,5.648,42436340.623
SYN,Item_138,Synthetic entry,412.481789,units,76722.691283,31646712.957307,"Skilled,Professional",Trailer,,282.111,70.425,31911919.999,34.468,98,489.197,1712.68,419.104,388.795,195.313,1343.876,3788,4191.268,4562.537,5,ConcreteWorker_skilled;Labourer_unskilled;Mason_skilled;Painter_skilled,4,3,0,5,1,5,3,1,4,0,0,0,4,0,1,5,0,3,4,,47.733,7,8,49,282.111,70.425,31911919.999
SYN,Item_139,Synthetic entry,460.370719,pieces,108582.41292,49988163.506735,Skilled,Large Truck,,318.338,368.237,46252387.587,140.7,69,50.072,891.512,582.341,394.226,197.727,1777.276,4377,3907.552,2285.918,4,Carpenter_skilled;Tiler_skilled;Painter_skilled,0,4,4,0,0,5,3,4,4,1,3,4,1,4,5,2,5,3,1,,60.924,5,7,33,318.338,368.237,46252387.587
