boq_text,machinery,vehicles,skilled,unskilled,labour_roles
"Item_94 Synthetic entry qty:295.938388 pieces vehicles:Crane,Trailer labor:Skilled,Professional",Crane;Trailer,Crane;Trailer,12,27,ConcreteWorker_skilled;Driver_unskilled;Tiler_skilled
"Item_95 Synthetic entry qty:75.350579 bag vehicles:None labor:Unskilled,Semi-skilled",,,21,34,Carpenter_skilled;ConcreteWorker_skilled;Tiler_skilled
"Item_96 Synthetic entry qty:335.957371 kg vehicles:Loader,Mixer labor:Skilled,Semi-skilled",Loader;Mixer,Loader;Mixer,17,9,Painter_skilled;Driver_unskilled
"Item_97 Synthetic entry qty:291.392131 units vehicles:Crane,Trailer labor:Skilled,Semi-skilled",Crane;Trailer,Crane;Trailer,18,27,Welder_skilled;Tiler_skilled;Mason_skilled;Labourer_unskilled
"Item_98 Synthetic entry qty:109.739437 pieces vehicles:Large Truck labor:Skilled,Semi-skilled",Large Truck,Large Truck,11,20,Welder_skilled;Tiler_skilled
"Item_99 Synthetic entry qty:176.776062 pieces vehicles:Crane labor:Skilled,Unskilled",Crane,Crane,21,40,Tiler_skilled
"Item_100 Synthetic entry qty:207.433038 units vehicles:Loader,Mixer labor:Unskilled,Semi-skilled",Loader;Mixer,Loader;Mixer,17,18,Mason_skilled;ConcreteWorker_skilled;Welder_skilled;Tiler_skilled
"Item_101 Synthetic entry qty:465.482637 m3 vehicles:Crane labor:Skilled,Professional",Crane,Crane,15,7,Carpenter_skilled
"Item_102 Synthetic entry qty:358.398887 bag vehicles:Crane,Trailer labor:Skilled,Semi-skilled",Crane;Trailer,Crane;Trailer,17,26,Carpenter_skilled;Labourer_unskilled
"Item_103 Synthetic entry qty:374.342391 pieces vehicles:Crane,Trailer labor:Skilled,Unskilled",Crane;Trailer,Crane;Trailer,18,16,Welder_skilled;Mason_skilled;Painter_skilled;ConcreteWorker_skilled
Item_104 Synthetic entry qty:381.842392 kg vehicles:Trailer labor:Semi-skilled,Trailer,Trailer,13,24,Driver_unskilled;Mason_skilled;Painter_skilled
"Item_105 Synthetic entry qty:340.171853 bag vehicles:Crane,Trailer labor:Skilled,Semi-skilled",Crane;Trailer,Crane;Trailer,26,17,Welder_skilled;Driver_unskilled;Painter_skilled
"Item_106 Synthetic entry qty:280.263188 pieces vehicles:Loader,Mixer labor:Skilled,Unskilled",Loader;Mixer,Loader;Mixer,11,48,Welder_skilled;Tiler_skilled;Painter_skilled
"Item_107 Synthetic entry qty:427.398324 m3 vehicles:Loader,Mixer labor:Unskilled,Semi-skilled",Loader;Mixer,Loader;Mixer,19,26,Painter_skilled;Mason_skilled;Labourer_unskilled;ConcreteWorker_skilled
Item_108 Synthetic entry qty:100.918999 pieces vehicles:Large Truck labor:Professional,Large Truck,Large Truck,15,17,Welder_skilled;ConcreteWorker_skilled;Mason_skilled
"Item_109 Synthetic entry qty:472.852 pieces vehicles:Loader,Mixer labor:Unskilled,Semi-skilled",Loader;Mixer,Loader;Mixer,7,6,Mason_skilled
Item_110 Synthetic entry qty:142.472269 pieces vehicles:None labor:Unskilled,,,15,47,Welder_skilled;Mason_skilled;Driver_unskilled
Item_111 Synthetic entry qty:254.802115 pieces vehicles:Trailer labor:Unskilled,Trailer,Trailer,10,18,Painter_skilled
Item_112 Synthetic entry qty:123.525373 bag vehicles:None labor:Unskilled,,,14,36,Tiler_skilled;Mason_skilled;Carpenter_skilled;ConcreteWorker_skilled
"Item_113 Synthetic entry qty:181.288734 pieces vehicles:Loader,Mixer labor:Skilled,Professional",Loader;Mixer,Loader;Mixer,14,39,Painter_skilled
Item_114 Synthetic entry qty:394.900236 bag vehicles:Trailer labor:Skilled,Trailer,Trailer,20,19,ConcreteWorker_skilled;Painter_skilled
"Item_115 Synthetic entry qty:216.132556 units vehicles:Crane labor:Skilled,Semi-skilled",Crane,Crane,11,23,Driver_unskilled;Tiler_skilled;Labourer_unskilled
Item_116 Synthetic entry qty:234.083114 kg vehicles:Trailer labor:Skilled,Trailer,Trailer,7,19,Welder_skilled;Mason_skilled;Painter_skilled;Tiler_skilled
Item_117 Synthetic entry qty:251.362991 pieces vehicles:Crane labor:Professional,Crane,Crane,7,45,Carpenter_skilled
Item_118 Synthetic entry qty:100.740288 bag vehicles:Excavator labor:Semi-skilled,Excavator,Excavator,23,32,Driver_unskilled;Carpenter_skilled;Tiler_skilled
"Item_119 Synthetic entry qty:265.894182 m3 vehicles:Loader,Mixer labor:Semi-skilled",Loader;Mixer,Loader;Mixer,14,7,Labourer_unskilled;ConcreteWorker_skilled;Tiler_skilled
"Item_120 Synthetic entry qty:133.669951 units vehicles:Loader,Mixer labor:Skilled,Unskilled",Loader;Mixer,Loader;Mixer,17,16,Painter_skilled;Tiler_skilled;Carpenter_skilled;Mason_skilled
"Item_121 Synthetic entry qty:456.769264 pieces vehicles:Crane,Trailer labor:Professional",Crane;Trailer,Crane;Trailer,8,5,Carpenter_skilled;Tiler_skilled;Mason_skilled
Item_122 Synthetic entry qty:397.740632 bag vehicles:Trailer labor:Unskilled,Trailer,Trailer,15,47,Mason_skilled;ConcreteWorker_skilled;Carpenter_skilled
"Item_123 Synthetic entry qty:154.686338 bag vehicles:Loader,Mixer labor:Semi-skilled",Loader;Mixer,Loader;Mixer,5,29,ConcreteWorker_skilled;Labourer_unskilled;Tiler_skilled
"Item_124 Synthetic entry qty:313.14066 m3 vehicles:Crane,Trailer labor:Semi-skilled",Crane;Trailer,Crane;Trailer,24,13,Tiler_skilled
"Item_125 Synthetic entry qty:36.996158 bag vehicles:Large Truck labor:Skilled,Unskilled",Large Truck,Large Truck,24,5,Welder_skilled
"Item_126 Synthetic entry qty:338.543066 kg vehicles:Loader,Mixer labor:Unskilled,Semi-skilled",Loader;Mixer,Loader;Mixer,16,14,Welder_skilled
"Item_127 Synthetic entry qty:217.289033 pieces vehicles:Excavator labor:Skilled,Semi-skilled",Excavator,Excavator,15,9,Tiler_skilled;ConcreteWorker_skilled;Painter_skilled
"Item_128 Synthetic entry qty:166.72113 m3 vehicles:Crane,Trailer labor:Skilled,Professional",Crane;Trailer,Crane;Trailer,15,19,Driver_unskilled;ConcreteWorker_skilled;Carpenter_skilled;Mason_skilled
"Item_129 Synthetic entry qty:499.93933 pieces vehicles:Loader,Mixer labor:Skilled",Loader;Mixer,Loader;Mixer,14,5,Painter_skilled;Tiler_skilled;ConcreteWorker_skilled;Driver_unskilled
"Item_130 Synthetic entry qty:15.544687 m3 vehicles:Crane,Trailer labor:Professional",Crane;Trailer,Crane;Trailer,12,28,Mason_skilled;Carpenter_skilled;Painter_skilled
"Item_131 Synthetic entry qty:78.912216 pieces vehicles:Loader,Mixer labor:Skilled",Loader;Mixer,Loader;Mixer,7,48,Carpenter_skilled;Tiler_skilled
"Item_132 Synthetic entry qty:476.306921 pieces vehicles:Trailer labor:Skilled,Semi-skilled",Trailer,Trailer,13,47,Painter_skilled
"Item_133 Synthetic entry qty:486.172696 units vehicles:Loader,Mixer labor:Skilled,Semi-skilled",Loader;Mixer,Loader;Mixer,21,44,Painter_skilled;Mason_skilled;ConcreteWorker_skilled;Tiler_skilled
"Item_134 Synthetic entry qty:60.619322 pieces vehicles:Crane,Trailer labor:Skilled,Professional",Crane;Trailer,Crane;Trailer,9,7,Carpenter_skilled;Labourer_unskilled
Item_135 Synthetic entry qty:217.61825 bag vehicles:Trailer labor:Skilled,Trailer,Trailer,27,16,Painter_skilled;Driver_unskilled
"Item_136 Synthetic entry qty:63.324839 m3 vehicles:Crane,Trailer labor:Unskilled,Semi-skilled",Crane;Trailer,Crane;Trailer,12,36,Driver_unskilled;Tiler_skilled
"Item_137 Synthetic entry qty:248.473953 kg vehicles:Loader,Mixer labor:Skilled,Unskilled",Loader;Mixer,Loader;Mixer,29,34,ConcreteWorker_skilled
"Item_138 Synthetic entry qty:147.664339 units vehicles:Loader,Mixer labor:Professional",Loader;Mixer,Loader;Mixer,28,44,Tiler_skilled;Driver_unskilled;Carpenter_skilled;Painter_skilled
"Item_139 Synthetic entry qty:98.395859 bag vehicles:Trailer labor:Skilled,Professional",Trailer,Trailer,18,8,ConcreteWorker_skilled
"Item_140 Synthetic entry qty:394.244527 bag vehicles:Crane labor:Unskilled,Semi-skilled",Crane,Crane,25,8,Driver_unskilled;Mason_skilled
Item_141 Synthetic entry qty:486.634312 bag vehicles:None labor:Unskilled,,,12,47,Tiler_skilled;Labourer_unskilled
"Item_142 Synthetic entry qty:64.142468 bag vehicles:Loader,Mixer labor:Semi-skilled",Loader;Mixer,Loader;Mixer,24,8,Labourer_unskilled;ConcreteWorker_skilled
Item_143 Synthetic entry qty:194.776365 units vehicles:Crane labor:Skilled,Crane,Crane,5,37,Painter_skilled;Driver_unskilled
Item_144 Synthetic entry qty:32.701009 kg vehicles:None labor:Semi-skilled,,,17,9,Carpenter_skilled
"Item_145 Synthetic entry qty:348.468716 kg vehicles:Excavator labor:Unskilled,Semi-skilled",Excavator,Excavator,23,31,ConcreteWorker_skilled;Welder_skilled;Labourer_unskilled
"Item_146 Synthetic entry qty:416.16461 kg vehicles:Large Truck labor:Skilled,Professional",Large Truck,Large Truck,12,18,Painter_skilled
Item_147 Synthetic entry qty:286.236498 pieces vehicles:Trailer labor:Unskilled,Trailer,Trailer,15,34,Labourer_unskilled
"Item_148 Synthetic entry qty:366.123094 bag vehicles:None labor:Skilled,Semi-skilled",,,13,40,Tiler_skilled;Driver_unskilled
"Item_149 Synthetic entry qty:258.12699 m3 vehicles:Crane labor:Skilled,Unskilled",Crane,Crane,7,20,Carpenter_skilled;Welder_skilled
"Item_150 Synthetic entry qty:222.063051 units vehicles:Excavator labor:Skilled,Professional",Excavator,Excavator,5,42,Mason_skilled;Driver_unskilled;Painter_skilled
Item_151 Synthetic entry qty:306.254331 bag vehicles:Crane labor:Professional,Crane,Crane,25,49,Tiler_skilled;Driver_unskilled;Carpenter_skilled
"Item_152 Synthetic entry qty:145.644551 m3 vehicles:Loader,Mixer labor:Skilled",Loader;Mixer,Loader;Mixer,21,45,Painter_skilled;Mason_skilled
"Item_153 Synthetic entry qty:466.798862 m3 vehicles:Trailer labor:Skilled,Semi-skilled",Trailer,Trailer,13,43,Driver_unskilled;Painter_skilled
Item_154 Synthetic entry qty:161.372613 kg vehicles:Large Truck labor:Unskilled,Large Truck,Large Truck,18,14,Painter_skilled
"Item_155 Synthetic entry qty:281.78555 units vehicles:Crane labor:Skilled,Unskilled",Crane,Crane,20,17,Painter_skilled
Item_156 Synthetic entry qty:156.782414 m3 vehicles:None labor:Professional,,,11,30,Welder_skilled;Labourer_unskilled
Item_157 Synthetic entry qty:334.560325 bag vehicles:Excavator labor:Semi-skilled,Excavator,Excavator,24,8,Carpenter_skilled;Labourer_unskilled
"Item_158 Synthetic entry qty:345.03547 m3 vehicles:Excavator labor:Skilled,Semi-skilled",Excavator,Excavator,22,14,Driver_unskilled;Labourer_unskilled;Painter_skilled;ConcreteWorker_skilled
Item_159 Synthetic entry qty:291.946661 pieces vehicles:None labor:Unskilled,,,29,35,Painter_skilled;ConcreteWorker_skilled;Mason_skilled;Labourer_unskilled
"Item_160 Synthetic entry qty:459.399259 m3 vehicles:None labor:Skilled,Unskilled",,,12,31,Labourer_unskilled
Item_161 Synthetic entry qty:250.266753 kg vehicles:Crane labor:Semi-skilled,Crane,Crane,12,34,Labourer_unskilled;ConcreteWorker_skilled;Welder_skilled
"Item_162 Synthetic entry qty:414.651099 kg vehicles:Crane,Trailer labor:Professional",Crane;Trailer,Crane;Trailer,9,34,Driver_unskilled
"Item_163 Synthetic entry qty:494.362898 bag vehicles:Crane,Trailer labor:Professional",Crane;Trailer,Crane;Trailer,25,31,Carpenter_skilled;Painter_skilled;Labourer_unskilled
Item_164 Synthetic entry qty:459.914702 kg vehicles:Crane labor:Semi-skilled,Crane,Crane,21,13,Mason_skilled;Painter_skilled;Driver_unskilled;Labourer_unskilled
Item_165 Synthetic entry qty:426.361911 kg vehicles:None labor:Semi-skilled,,,19,26,Tiler_skilled;Driver_unskilled
"Item_166 Synthetic entry qty:122.592935 bag vehicles:Crane,Trailer labor:Skilled",Crane;Trailer,Crane;Trailer,11,43,Painter_skilled
Item_167 Synthetic entry qty:249.094834 kg vehicles:Excavator labor:Unskilled,Excavator,Excavator,12,38,Tiler_skilled
"Item_168 Synthetic entry qty:352.082131 pieces vehicles:Crane,Trailer labor:Skilled,Semi-skilled",Crane;Trailer,Crane;Trailer,26,23,Painter_skilled;Labourer_unskilled;Welder_skilled
Item_169 Synthetic entry qty:143.931941 kg vehicles:Crane labor:Professional,Crane,Crane,15,11,Painter_skilled;Driver_unskilled
"Item_170 Synthetic entry qty:221.892533 units vehicles:Loader,Mixer labor:Unskilled,Semi-skilled",Loader;Mixer,Loader;Mixer,23,18,Driver_unskilled;Painter_skilled;Welder_skilled
"Item_171 Synthetic entry qty:454.141437 kg vehicles:Large Truck labor:Unskilled,Semi-skilled",Large Truck,Large Truck,27,29,Painter_skilled;ConcreteWorker_skilled;Tiler_skilled;Driver_unskilled
"Item_172 Synthetic entry qty:152.991687 bag vehicles:Excavator labor:Skilled,Professional",Excavator,Excavator,15,25,Carpenter_skilled;Mason_skilled;Labourer_unskilled
"Item_173 Synthetic entry qty:225.08485 m3 vehicles:None labor:Skilled,Semi-skilled",,,15,48,Labourer_unskilled;Carpenter_skilled;Tiler_skilled
"Item_174 Synthetic entry qty:32.195734 units vehicles:Excavator labor:Skilled,Semi-skilled",Excavator,Excavator,20,19,Tiler_skilled;Welder_skilled;Driver_unskilled
"Item_175 Synthetic entry qty:398.229213 pieces vehicles:Trailer labor:Skilled,Professional",Trailer,Trailer,23,5,ConcreteWorker_skilled;Carpenter_skilled;Mason_skilled
"Item_176 Synthetic entry qty:146.695571 m3 vehicles:Crane,Trailer labor:Skilled,Semi-skilled",Crane;Trailer,Crane;Trailer,14,40,Labourer_unskilled
"Item_177 Synthetic entry qty:343.275069 units vehicles:Excavator labor:Unskilled,Semi-skilled",Excavator,Excavator,16,42,Welder_skilled
"Item_178 Synthetic entry qty:281.991434 kg vehicles:Crane,Trailer labor:Skilled",Crane;Trailer,Crane;Trailer,17,30,ConcreteWorker_skilled;Welder_skilled
"Item_179 Synthetic entry qty:403.673175 units vehicles:Trailer labor:Skilled,Professional",Trailer,Trailer,20,14,Painter_skilled;Labourer_unskilled;Driver_unskilled;Tiler_skilled
"Item_180 Synthetic entry qty:319.05783 m3 vehicles:Crane,Trailer labor:Unskilled,Semi-skilled",Crane;Trailer,Crane;Trailer,25,36,Mason_skilled;Labourer_unskilled;Welder_skilled
"Item_181 Synthetic entry qty:489.532969 bag vehicles:Large Truck labor:Skilled,Semi-skilled",Large Truck,Large Truck,29,28,Driver_unskilled;Labourer_unskilled;Painter_skilled
Item_182 Synthetic entry qty:361.350343 bag vehicles:Trailer labor:Professional,Trailer,Trailer,8,44,Mason_skilled
"Item_183 Synthetic entry qty:49.861191 m3 vehicles:Excavator labor:Skilled,Professional",Excavator,Excavator,22,14,Tiler_skilled
"Item_184 Synthetic entry qty:171.608092 units vehicles:Trailer labor:Skilled,Semi-skilled",Trailer,Trailer,16,39,Welder_skilled;Mason_skilled;Labourer_unskilled
"Item_185 Synthetic entry qty:225.212337 m3 vehicles:Crane,Trailer labor:Skilled,Professional",Crane;Trailer,Crane;Trailer,12,15,Mason_skilled;Driver_unskilled;Welder_skilled;Tiler_skilled
"Item_186 Synthetic entry qty:454.975766 bag vehicles:Excavator labor:Skilled,Professional",Excavator,Excavator,9,8,Painter_skilled;Welder_skilled
Item_187 Synthetic entry qty:269.186245 pieces vehicles:Crane labor:Professional,Crane,Crane,24,19,Labourer_unskilled;Painter_skilled;ConcreteWorker_skilled
Item_188 Synthetic entry qty:167.557066 m3 vehicles:Excavator labor:Skilled,Excavator,Excavator,12,36,Tiler_skilled
"Item_189 Synthetic entry qty:282.509437 pieces vehicles:Large Truck labor:Skilled,Unskilled",Large Truck,Large Truck,17,46,Tiler_skilled;Labourer_unskilled;Welder_skilled
"Item_190 Synthetic entry qty:469.216347 bag vehicles:Excavator labor:Skilled,Professional",Excavator,Excavator,6,20,Mason_skilled;Tiler_skilled
"Item_191 Synthetic entry qty:290.744062 m3 vehicles:Crane,Trailer labor:Semi-skilled",Crane;Trailer,Crane;Trailer,21,31,Tiler_skilled;Labourer_unskilled;Mason_skilled
"Item_192 Synthetic entry qty:285.589627 units vehicles:Large Truck labor:Skilled,Professional",Large Truck,Large Truck,20,26,Tiler_skilled;Painter_skilled;Labourer_unskilled
Item_193 Synthetic entry qty:157.304219 pieces vehicles:Trailer labor:Professional,Trailer,Trailer,14,21,Carpenter_skilled;Mason_skilled;Labourer_unskilled;Painter_skilled
"Item_194 Synthetic entry qty:295.659471 kg vehicles:Crane,Trailer labor:Skilled",Crane;Trailer,Crane;Trailer,19,45,Driver_unskilled;Painter_skilled
Item_195 Synthetic entry qty:186.042212 units vehicles:Large Truck labor:Semi-skilled,Large Truck,Large Truck,23,47,Welder_skilled;Mason_skilled
"Item_196 Synthetic entry qty:129.228838 kg vehicles:Excavator labor:Skilled,Unskilled",Excavator,Excavator,8,44,Welder_skilled;Driver_unskilled;Carpenter_skilled
"Item_197 Synthetic entry qty:79.092267 m3 vehicles:Crane,Trailer labor:Unskilled",Crane;Trailer,Crane;Trailer,12,24,Welder_skilled;Mason_skilled;Painter_skilled
"Item_198 Synthetic entry qty:219.153145 pieces vehicles:Crane,Trailer labor:Unskilled,Semi-skilled",Crane;Trailer,Crane;Trailer,28,5,Carpenter_skilled;Tiler_skilled
"Item_199 Synthetic entry qty:121.091133 bag vehicles:Crane,Trailer labor:Skilled,Semi-skilled",Crane;Trailer,Crane;Trailer,19,28,Mason_skilled
"Item_0 Synthetic entry qty:462.117105 bag vehicles:Trailer labor:Skilled,Unskilled",Trailer,Trailer,11,42,ConcreteWorker_skilled
"Item_1 Synthetic entry qty:42.984499 kg vehicles:Large Truck labor:Unskilled,Semi-skilled",Large Truck,Large Truck,20,8,Tiler_skilled;Mason_skilled;Driver_unskilled
"Item_2 Synthetic entry qty:225.918833 units vehicles:Crane labor:Skilled,Unskilled",Crane,Crane,17,29,Painter_skilled;Welder_skilled
"Item_3 Synthetic entry qty:20.959745 m3 vehicles:Trailer labor:Skilled,Unskilled",Trailer,Trailer,19,13,Carpenter_skilled
"Item_4 Synthetic entry qty:150.369503 kg vehicles:Large Truck labor:Unskilled,Semi-skilled",Large Truck,Large Truck,9,25,Labourer_unskilled;Painter_skilled;Welder_skilled
"Item_5 Synthetic entry qty:189.657282 m3 vehicles:None labor:Skilled,Professional",,,27,12,ConcreteWorker_skilled;Mason_skilled;Painter_skilled
Item_6 Synthetic entry qty:171.831663 pieces vehicles:Crane labor:Skilled,Crane,Crane,19,36,Driver_unskilled
Item_7 Synthetic entry qty:111.378744 units vehicles:Large Truck labor:Professional,Large Truck,Large Truck,15,43,Welder_skilled;Mason_skilled
"Item_8 Synthetic entry qty:348.251974 bag vehicles:Large Truck labor:Skilled,Semi-skilled",Large Truck,Large Truck,23,43,ConcreteWorker_skilled
Item_9 Synthetic entry qty:193.996012 bag vehicles:Trailer labor:Unskilled,Trailer,Trailer,16,9,Welder_skilled;Driver_unskilled;Painter_skilled
"Item_10 Synthetic entry qty:73.877699 m3 vehicles:Loader,Mixer labor:Unskilled,Semi-skilled",Loader;Mixer,Loader;Mixer,21,29,Mason_skilled;Labourer_unskilled
Item_11 Synthetic entry qty:91.936097 kg vehicles:None labor:Semi-skilled,,,7,15,Carpenter_skilled
Item_12 Synthetic entry qty:294.308294 units vehicles:Excavator labor:Professional,Excavator,Excavator,14,37,Driver_unskilled;Mason_skilled;Welder_skilled;ConcreteWorker_skilled
Item_13 Synthetic entry qty:203.920797 units vehicles:Crane labor:Professional,Crane,Crane,18,37,Labourer_unskilled
"Item_14 Synthetic entry qty:339.814902 units vehicles:Crane,Trailer labor:Skilled",Crane;Trailer,Crane;Trailer,30,43,Tiler_skilled;Painter_skilled;Carpenter_skilled;Welder_skilled
"Item_15 Synthetic entry qty:26.395952 pieces vehicles:Trailer labor:Skilled,Professional",Trailer,Trailer,7,50,ConcreteWorker_skilled;Painter_skilled;Labourer_unskilled;Welder_skilled
Item_16 Synthetic entry qty:24.801533 bag vehicles:Crane labor:Semi-skilled,Crane,Crane,20,43,ConcreteWorker_skilled;Welder_skilled
Item_17 Synthetic entry qty:271.840769 kg vehicles:Large Truck labor:Skilled,Large Truck,Large Truck,8,45,ConcreteWorker_skilled;Welder_skilled
Item_18 Synthetic entry qty:362.922264 units vehicles:None labor:Professional,,,20,29,ConcreteWorker_skilled
"Item_19 Synthetic entry qty:305.337585 m3 vehicles:Excavator labor:Skilled,Unskilled",Excavator,Excavator,28,12,Carpenter_skilled
"Item_20 Synthetic entry qty:470.18695 m3 vehicles:Loader,Mixer labor:Skilled",Loader;Mixer,Loader;Mixer,14,44,Welder_skilled;Mason_skilled;Tiler_skilled
Item_21 Synthetic entry qty:263.268019 m3 vehicles:Trailer labor:Unskilled,Trailer,Trailer,10,32,Driver_unskilled;Tiler_skilled
"Item_22 Synthetic entry qty:137.10774 kg vehicles:Crane,Trailer labor:Skilled",Crane;Trailer,Crane;Trailer,23,31,Painter_skilled;Driver_unskilled
Item_23 Synthetic entry qty:29.595373 kg vehicles:Trailer labor:Professional,Trailer,Trailer,9,36,Labourer_unskilled;Painter_skilled;Tiler_skilled;Carpenter_skilled
Item_24 Synthetic entry qty:91.967784 bag vehicles:None labor:Skilled,,,12,49,Carpenter_skilled;Painter_skilled
Item_25 Synthetic entry qty:232.872236 kg vehicles:Large Truck labor:Semi-skilled,Large Truck,Large Truck,19,11,Carpenter_skilled;Tiler_skilled;Labourer_unskilled;Painter_skilled
"Item_26 Synthetic entry qty:476.139555 pieces vehicles:Loader,Mixer labor:Professional",Loader;Mixer,Loader;Mixer,11,17,Labourer_unskilled;Carpenter_skilled;ConcreteWorker_skilled
"Item_27 Synthetic entry qty:66.288173 bag vehicles:Loader,Mixer labor:Professional",Loader;Mixer,Loader;Mixer,16,30,Labourer_unskilled;Carpenter_skilled;Driver_unskilled;Painter_skilled
"Item_28 Synthetic entry qty:108.25447 units vehicles:None labor:Unskilled,Semi-skilled",,,26,24,Mason_skilled;Welder_skilled;Carpenter_skilled;Labourer_unskilled
Item_29 Synthetic entry qty:392.225009 pieces vehicles:Large Truck labor:Professional,Large Truck,Large Truck,22,47,Driver_unskilled;ConcreteWorker_skilled
"Item_30 Synthetic entry qty:45.527527 pieces vehicles:None labor:Skilled,Unskilled",,,21,10,ConcreteWorker_skilled;Tiler_skilled;Carpenter_skilled
"Item_31 Synthetic entry qty:435.198597 m3 vehicles:Loader,Mixer labor:Professional",Loader;Mixer,Loader;Mixer,22,29,ConcreteWorker_skilled
Item_32 Synthetic entry qty:92.12492 pieces vehicles:Trailer labor:Skilled,Trailer,Trailer,16,8,Driver_unskilled
Item_33 Synthetic entry qty:356.566449 units vehicles:Excavator labor:Unskilled,Excavator,Excavator,10,31,Driver_unskilled;Tiler_skilled
"Item_34 Synthetic entry qty:284.725398 m3 vehicles:Crane labor:Skilled,Professional",Crane,Crane,14,38,Mason_skilled;Tiler_skilled;Labourer_unskilled;Painter_skilled
"Item_35 Synthetic entry qty:211.39166 units vehicles:Trailer labor:Unskilled,Semi-skilled",Trailer,Trailer,28,41,Painter_skilled;Welder_skilled;ConcreteWorker_skilled;Driver_unskilled
"Item_36 Synthetic entry qty:256.48472 m3 vehicles:Crane,Trailer labor:Professional",Crane;Trailer,Crane;Trailer,16,31,Mason_skilled;ConcreteWorker_skilled;Tiler_skilled
Item_37 Synthetic entry qty:231.630443 m3 vehicles:Crane labor:Semi-skilled,Crane,Crane,21,39,ConcreteWorker_skilled
Item_38 Synthetic entry qty:153.749249 pieces vehicles:None labor:Skilled,,,18,10,ConcreteWorker_skilled;Labourer_unskilled;Painter_skilled;Mason_skilled
"Item_39 Synthetic entry qty:229.69095 kg vehicles:Loader,Mixer labor:Skilled,Semi-skilled",Loader;Mixer,Loader;Mixer,24,38,Welder_skilled;ConcreteWorker_skilled;Tiler_skilled;Mason_skilled
"Item_40 Synthetic entry qty:111.051644 bag vehicles:Trailer labor:Skilled,Semi-skilled",Trailer,Trailer,26,8,Tiler_skilled;Labourer_unskilled;ConcreteWorker_skilled
Item_41 Synthetic entry qty:267.498864 m3 vehicles:Excavator labor:Skilled,Excavator,Excavator,22,22,Painter_skilled;Carpenter_skilled
"Item_42 Synthetic entry qty:116.386736 bag vehicles:Crane labor:Skilled,Professional",Crane,Crane,19,21,Carpenter_skilled;Mason_skilled;Driver_unskilled
"Item_43 Synthetic entry qty:171.229001 pieces vehicles:None labor:Unskilled,Semi-skilled",,,19,46,Carpenter_skilled;Labourer_unskilled;Mason_skilled;Welder_skilled
"Item_44 Synthetic entry qty:258.399902 m3 vehicles:Crane,Trailer labor:Professional",Crane;Trailer,Crane;Trailer,17,38,Driver_unskilled;Labourer_unskilled;Painter_skilled
Item_45 Synthetic entry qty:240.85863 m3 vehicles:Trailer labor:Skilled,Trailer,Trailer,25,48,Welder_skilled;ConcreteWorker_skilled;Tiler_skilled;Painter_skilled
"Item_46 Synthetic entry qty:414.248701 m3 vehicles:None labor:Skilled,Unskilled",,,26,47,Mason_skilled;Painter_skilled;Driver_unskilled
Item_47 Synthetic entry qty:354.520535 pieces vehicles:None labor:Skilled,,,15,9,Painter_skilled
"Item_48 Synthetic entry qty:213.311514 kg vehicles:Crane,Trailer labor:Professional",Crane;Trailer,Crane;Trailer,14,46,Painter_skilled;Welder_skilled;Mason_skilled;ConcreteWorker_skilled
Item_49 Synthetic entry qty:346.891036 m3 vehicles:None labor:Professional,,,16,12,Carpenter_skilled;Welder_skilled;Labourer_unskilled
Item_50 Synthetic entry qty:97.838741 bag vehicles:Large Truck labor:Professional,Large Truck,Large Truck,8,38,Driver_unskilled
"Item_51 Synthetic entry qty:266.067973 units vehicles:Large Truck labor:Unskilled,Semi-skilled",Large Truck,Large Truck,22,45,Driver_unskilled;Labourer_unskilled
Item_52 Synthetic entry qty:289.504417 bag vehicles:Crane labor:Unskilled,Crane,Crane,25,35,Welder_skilled;Tiler_skilled;Driver_unskilled
Item_53 Synthetic entry qty:12.651114 bag vehicles:Excavator labor:Skilled,Excavator,Excavator,16,6,Mason_skilled;Carpenter_skilled
Item_54 Synthetic entry qty:297.379474 kg vehicles:Crane labor:Professional,Crane,Crane,24,10,Driver_unskilled;Welder_skilled;Labourer_unskilled;Carpenter_skilled
"Item_55 Synthetic entry qty:442.398612 pieces vehicles:Crane,Trailer labor:Skilled,Professional",Crane;Trailer,Crane;Trailer,24,50,Mason_skilled;ConcreteWorker_skilled;Tiler_skilled
Item_56 Synthetic entry qty:242.817809 kg vehicles:Trailer labor:Unskilled,Trailer,Trailer,13,24,ConcreteWorker_skilled;Painter_skilled;Tiler_skilled;Driver_unskilled
Item_57 Synthetic entry qty:439.535449 m3 vehicles:Crane labor:Skilled,Crane,Crane,12,9,Carpenter_skilled;Mason_skilled;Welder_skilled;Labourer_unskilled
Item_58 Synthetic entry qty:473.720172 pieces vehicles:None labor:Skilled,,,19,23,Driver_unskilled
"Item_59 Synthetic entry qty:362.403399 kg vehicles:Excavator labor:Skilled,Semi-skilled",Excavator,Excavator,8,32,Driver_unskilled;Welder_skilled;Mason_skilled
"Item_60 Synthetic entry qty:330.156685 units vehicles:Crane labor:Skilled,Professional",Crane,Crane,20,36,Painter_skilled;Carpenter_skilled
"Item_61 Synthetic entry qty:339.589646 kg vehicles:None labor:Unskilled,Semi-skilled",,,22,21,Carpenter_skilled;Tiler_skilled;Painter_skilled
